'Frame','Jitter'
'1562','0.200001'
'1563','0.2'
'1564','0.200001'
'1565','0.200001'
'1566','0.200001'
'1567','0.2'
'1568','0.200001'
'1569','0.2'
'1570','0.200001'
'1571','0.200001'
'1572','0.2'
'1573','0.2'
'1574','0.200001'
'1575','0.200001'
'1576','0.2'
'1577','0.200001'
'1578','0.200001'
'1579','0.200001'
'1580','0.2'
'1581','0.200001'
'1582','0.2'
'1583','0.200001'
'1584','0.200001'
'1585','0.200001'
'1586','0.200001'
'1587','0.200001'
'1588','0.200001'
'1589','0.2'
'1590','0.200001'
'1591','0.200001'
'1592','0.2'
'1593','0.2'
'1594','0.200001'
'1595','0.200001'
'1596','0.200001'
'1597','0.200001'
'1598','0.2'
'1599','0.200001'
'1600','0.2'
'1601','0.200001'
'1602','0.200001'
'1603','0.200001'
'1604','0.2'
'1605','0.200001'
'1606','0.200001'
'1607','0.200001'
'1608','0.2'
'1609','0.200001'
'1610','0.2'
'1611','0.200001'
'1612','0.2'
'1613','0.200001'
'1614','0.2'
'1615','0.2'
'1616','0.200001'
'1617','0.200001'
'1618','0.2'
'1619','0.200001'
'1620','0.2'
'1621','0.2'
'1622','0.200001'
'1623','0.2'
'1624','0.200001'
'1625','0.200001'
'1626','0.200001'
'1627','0.200001'
'1628','0.200001'
'1629','0.200001'
'1630','0.200001'
'1631','0.2'
'1632','0.200001'
'1633','0.200001'
'1634','0.200001'
'1635','0.2'
'1636','0.200001'
'1637','0.2'
'1638','0.200001'
'1639','0.200001'
'1640','0.200001'
'1641','0.200001'
'1642','0.200001'
'1643','0.2'
'1644','0.200001'
'1645','0.200001'
'1646','0.2'
'1647','0.200001'
'1648','0.200001'
'1649','0.2'
'1650','0.2'
'1651','0.200001'
'1652','0.2'
'1653','0.2'
'1654','0.2'
'1655','0.200001'
'1656','0.2'
'1657','0.200001'
'1658','0.200001'
'1659','0.200001'
'1660','0.200001'
'1661','0.200001'
'1662','0.200001'
'1663','0.200001'
'1664','0.2'
'1665','0.200001'
'1666','0.2'
'1667','0.200001'
'1668','0.200001'
'1669','0.2'
'1670','0.200001'
'1671','0.200001'
'1672','0.200001'
'1673','0.200001'
'1674','0.200001'
'1675','0.200001'
'1676','0.200001'
'1677','0.200001'
'1678','0.200001'
'1679','0.200001'
'1680','0.200001'
'1681','0.200001'
'1682','0.200001'
'1683','0.2'
'1684','0.2'
'1685','0.2'
'1686','0.200001'
'1687','0.200001'
'1688','0.200001'
'1689','0.2'
'1690','0.200001'
'1691','0.2'
'1692','0.200001'
'1693','0.200001'
'1694','0.512225'
'1695','0.2'
'1696','0.200001'
'1697','0.2'
'1698','0.200002'
'1699','0.2'
'1700','0.2'
'1701','0.2'
'1702','0.2'
'1703','0.200001'
'1704','0.2'
'1705','0.2'
'1706','0.200001'
'1707','0.2'
'1708','0.200001'
'1709','0.2'
'1710','0.200001'
'1711','0.200001'
'1712','0.2'
'1713','0.200002'
'1714','0.200002'
'1715','0.200001'
'1716','0.200002'
'1717','0.200001'
'1718','0.200002'
'1719','0.2'
'1720','0.200002'
'1721','0.200079'
'1722','0.200001'
'1723','0.200001'
'1724','0.200002'
'1725','0.200001'
'1726','0.200001'
'1727','0.200002'
'1728','0.200002'
'1729','0.200503'
'1730','0.200001'
'1731','0.200002'
'1732','0.2'
'1733','0.2'
'1734','0.200001'
'1735','0.200001'
'1736','0.200001'
'1737','0.200001'
'1738','0.200001'
'1739','0.200001'
'1740','0.200001'
'1741','0.200001'
'1742','0.200002'
'1743','0.200002'
'1744','0.200001'
'1745','0.200001'
'1746','0.200001'
'1747','0.2'
'1748','0.200001'
'1749','0.2'
'1750','0.200001'
'1751','0.2'
'1752','0.200001'
'1753','0.200001'
'1754','0.200001'
'1755','0.2'
'1756','0.200001'
'1757','0.2'
'1758','0.2'
'1759','0.200001'
'1760','0.2'
'1761','0.200002'
'1762','0.2'
'1763','0.2'
'1764','0.200001'
'1765','0.200001'
'1766','0.2'
'1767','0.200025'
'1768','0.200001'
'1769','0.2'
'1770','0.200001'
'1771','0.200001'
'1772','0.2'
'1773','0.2'
'1774','0.2'
'1775','0.200001'
'1776','0.200001'
'1777','0.2'
'1778','0.2'
'1779','0.200001'
'1780','0.2'
'1781','0.200001'
'1782','0.200001'
'1783','0.200001'
'1784','0.2'
'1785','0.2'
'1786','0.2'
'1787','0.200001'
'1788','0.200001'
'1789','0.200001'
'1790','0.2'
'1791','0.200001'
'1792','0.2'
'1793','0.2'
'1794','0.200001'
'1795','0.200001'
'1796','0.200001'
'1797','0.200001'
'1798','0.200001'
'1799','0.2'
'1800','0.200001'
'1801','0.200001'
'1802','0.2'
'1803','0.200001'
'1804','0.200001'
'1805','0.200001'
'1806','0.200001'
'1807','0.200001'
'1808','0.2'
'1809','0.200001'
'1810','0.200001'
'1811','0.200001'
'1812','0.2'
'1813','0.2'
'1814','0.200001'
'1815','0.200001'
'1816','0.200001'
'1817','0.2'
'1818','0.2'
'1819','0.2'
'1820','0.2'
'1821','0.200001'
'1822','0.200001'
'1823','0.200001'
'1824','0.200001'
'1825','0.200001'
'1826','0.2'
'1827','0.2'
'1828','0.200001'
'1829','0.2'
'1830','0.200001'
'1831','0.2'
'1832','0.200001'
'1833','0.200001'
'1834','0.200001'
'1835','0.200001'
'1836','0.200001'
'1837','0.200001'
'1838','0.2'
'1839','0.2'
'1840','0.2'
'1841','0.200001'
'1842','0.200001'
'1843','0.200001'
'1844','0.200001'
'1845','0.200001'
'1846','0.200001'
'1847','0.200001'
'1848','0.200001'
'1849','0.200001'
'1850','0.2'
'1851','0.2'
'1852','0.200001'
'1853','0.2'
'1854','0.2'
'1855','0.200001'
'1856','0.200001'
'1857','0.200001'
'1858','0.200001'
'1859','0.2'
'1860','0.200001'
'1861','0.2'
'1862','0.2'
'1863','0.2'
'1864','0.200001'
'1865','0.200001'
'1866','0.200001'
'1867','0.200001'
'1868','0.200001'
'1869','0.2'
'1870','0.200001'
'1871','0.200001'
'1872','0.200002'
'1873','0.200001'
'1874','0.2'
'1875','0.200001'
'1876','0.200001'
'1877','0.2'
'1878','0.200001'
'1879','0.200001'
'1880','0.200002'
'1881','0.200001'
'1882','0.2'
'1883','0.2'
'1884','0.200001'
'1885','0.200001'
'1886','0.200001'
'1887','0.200002'
'1888','0.200002'
'1889','0.200001'
'1890','0.200001'
'1891','0.200001'
'1892','0.200001'
'1893','0.2'
'1894','0.200001'
'1895','0.2'
'1896','0.200001'
'1897','0.200001'
'1898','0.200001'
'1899','0.200001'
'1900','0.200001'
'1901','0.200001'
'1902','0.2'
'1903','0.2'
'1904','0.200002'
'1905','0.200001'
'1906','0.200002'
'1907','0.200002'
'1908','0.200001'
'1909','0.200002'
'1910','0.200001'
'1911','0.200002'
'1912','0.2'
'1913','0.200002'
'1914','0.200001'
'1915','0.200002'
'1916','0.200002'
'1917','0.200001'
'1918','0.2'
'1919','0.200001'
'1920','0.200001'
'1921','0.200001'
'1922','0.200001'
'1923','0.200001'
'1924','0.2'
'1925','0.200001'
'1926','0.200001'
'1927','0.200002'
'1928','0.200001'
'1929','0.2'
'1930','0.2'
'1931','0.200001'
'1932','0.200001'
'1933','0.200002'
'1934','0.200002'
'1935','0.200002'
'1936','0.200001'
'1937','0.200001'
'1938','0.200002'
'1939','0.2'
'1940','0.2'
'1941','0.200001'
'1942','0.2'
'1943','0.2'
'1944','0.2'
'1945','0.200001'
'1946','0.2'
'1947','0.2'
'1948','0.2'
'1949','0.2'
'1950','0.200001'
'1951','0.200001'
'1952','0.2'
'1953','0.2'
'1954','0.200001'
'1955','0.2'
'1956','0.200001'
'1957','0.2'
'1958','0.200001'
'1959','0.2'
'1960','0.200001'
'1961','0.200001'
'1962','0.200001'
'1963','0.200001'
'1964','0.200001'
'1965','0.200001'
'1966','0.2'
'1967','0.2'
'1968','0.200001'
'1969','0.200001'
'1970','0.2'
'1971','0.200001'
'1972','0.200001'
'1973','0.200001'
'1974','0.2'
'1975','0.2'
'1976','0.200001'
'1977','0.200001'
'1978','0.200001'
'1979','0.2'
'1980','0.200001'
'1981','0.200001'
'1982','0.2'
'1983','0.2'
'1984','0.200001'
'1985','0.200001'
'1986','0.200001'
'1987','0.200001'
'1988','0.200001'
'1989','0.2'
'1990','0.2'
'1991','0.2'
'1992','0.200001'
'1993','0.200001'
'1994','0.200001'
'1995','0.200001'
'1996','0.200001'
'1997','0.200001'
'1998','0.2'
'1999','0.200001'
'2000','0.200001'
'2001','0.200001'
'2002','0.200001'
'2003','0.2'
'2004','0.200001'
'2005','0.2'
'2006','0.2'
'2007','0.200001'
'2008','0.200001'
'2009','0.2'
'2010','0.2'
'2011','0.200001'
'2012','0.2'
'2013','0.200001'
'2014','0.2'
'2015','0.200001'
'2016','0.2'
'2017','0.200001'
'2018','0.200001'
'2019','0.200001'
'2020','0.200001'
'2021','0.2'
'2022','0.2'
'2023','0.200001'
'2024','0.200001'
'2025','0.200001'
'2026','0.2'
'2027','0.2'
'2028','0.200001'
'2029','0.200001'
'2030','0.200001'
'2031','0.200001'
'2032','0.2'
'2033','0.200001'
'2034','0.2'
'2035','0.2'
'2036','0.200001'
'2037','0.2'
'2038','0.2'
'2039','0.2'
'2040','0.200006'
'2041','0.2'
'2042','0.200001'
'2043','0.200001'
'2044','0.200001'
'2045','0.2'
'2046','0.200001'
'2047','0.2'
'2048','0.200113'
'2049','0.200001'
'2050','0.200001'
'2051','0.200001'
'2052','0.200001'
'2053','0.2'
'2054','0.200001'
'2055','0.200001'
'2056','0.2'
'2057','0.2'
'2058','0.2'
'2059','0.2'
'2060','0.200001'
'2061','0.2'
'2062','0.200001'
'2063','0.200001'
'2064','0.200001'
'2065','0.200001'
'2066','0.200001'
'2067','0.200001'
'2068','0.200001'
'2069','0.200001'
'2070','0.200001'
'2071','0.200001'
'2072','0.200001'
'2073','0.200001'
'2074','0.200001'
'2075','0.200001'
'2076','0.200001'
'2077','0.200001'
'2078','0.200001'
'2079','0.200001'
'2080','0.200001'
'2081','0.200001'
'2082','0.2'
'2083','0.2'
'2084','0.200001'
'2085','0.200001'
'2086','0.200001'
'2087','0.2'
'2088','0.200001'
'2089','0.200001'
'2090','0.200001'
'2091','0.2'
'2092','0.200001'
'2093','0.200001'
'2094','0.200001'
'2095','0.2'
'2096','0.200001'
'2097','0.200001'
'2098','0.2'
'2099','0.2'
'2100','0.200001'
'2101','0.200001'
'2102','0.200001'
'2103','0.2'
'2104','0.200001'
'2105','0.200001'
'2106','0.2'
'2107','0.2'
'2108','0.200001'
'2109','0.200001'
'2110','0.200001'
'2111','0.2'
'2112','0.200001'
'2113','0.2'
'2114','0.200001'
'2115','0.200001'
'2116','0.200001'
'2117','0.2'
'2118','0.2'
'2119','0.2'
'2120','0.2'
'2121','0.2'
'2122','0.200001'
'2123','0.200001'
'2124','0.2'
'2125','0.200001'
'2126','0.2'
'2127','0.200001'
'2128','0.2'
'2129','0.2'
'2130','0.200001'
'2131','0.2'
'2132','0.200001'
'2133','0.200001'
'2134','0.200001'
'2135','0.200001'
'2136','0.2'
'2137','0.2'
'2138','0.2'
'2139','0.200001'
'2140','0.2'
'2141','0.200001'
'2142','0.2'
'2143','0.200001'
'2144','0.2'
'2145','0.200001'
'2146','0.2'
'2147','0.200001'
'2148','0.200001'
'2149','0.200001'
'2150','0.200001'
'2151','0.200001'
'2152','0.200001'
'2153','0.2'
'2154','0.2'
'2155','0.200001'
'2156','0.2'
'2157','0.200001'
'2158','0.2'
'2159','0.2'
'2160','0.200001'
'2161','0.2'
'2162','0.2'
'2163','0.2'
'2164','0.200001'
'2165','0.2'
'2166','0.2'
'2167','0.200007'
'2168','0.200001'
'2169','0.2'
'2170','0.2'
'2171','0.200001'
'2172','0.200001'
'2173','0.200001'
'2174','0.200001'
'2175','0.200001'
'2176','0.2'
'2177','0.200001'
'2178','0.2'
'2179','0.200001'
'2180','0.2'
'2181','0.2'
'2182','0.200001'
'2183','0.200001'
'2184','0.2'
'2185','0.2'
'2186','0.200001'
'2187','0.2'
'2188','0.200001'
'2189','0.2'
'2190','0.2'
'2191','0.2'
'2192','0.2'
'2193','0.2'
'2194','0.200001'
'2195','0.2'
'2196','0.2'
'2197','0.2'
'2198','0.200001'
'2199','0.200001'
'2200','0.2'
'2201','0.200001'
'2202','0.2'
'2203','0.2'
'2204','0.2'
'2205','0.2'
'2206','0.200001'
'2207','0.200001'
'2208','0.200001'
'2209','0.200001'
'2210','0.200001'
'2211','0.2'
'2212','0.200001'
'2213','0.200001'
'2214','0.200001'
'2215','0.200001'
'2216','0.200001'
'2217','0.200001'
'2218','0.2'
'2219','0.2'
'2220','0.200001'
'2221','0.200001'
'2222','0.2'
'2223','0.200001'
'2224','0.200001'
'2225','0.2'
'2226','0.2'
'2227','0.200001'
'2228','0.2'
'2229','0.2'
'2230','0.2'
'2231','0.2'
'2232','0.2'
'2233','0.200001'
'2234','0.2'
'2235','0.2'
'2236','0.2'
'2237','0.2'
'2238','0.2'
'2239','0.200001'
'2240','0.200001'
'2241','0.200001'
'2242','0.200001'
'2243','0.2'
'2244','0.200001'
'2245','0.200001'
'2246','0.200001'
'2247','0.2'
'2248','0.2'
'2249','0.2'
'2250','0.2'
'2251','0.2'
'2252','0.200001'
'2253','0.2'
'2254','0.2'
'2255','0.200001'
'2256','0.2'
'2257','0.2'
'2258','0.2'
'2259','0.2'
'2260','0.200001'
'2261','0.200001'
'2262','0.200001'
'2263','0.200001'
'2264','0.200001'
'2265','0.2'
'2266','0.2'
'2267','0.200001'
'2268','0.2'
'2269','0.2'
'2270','0.200001'
'2271','0.200001'
'2272','0.200001'
'2273','0.2'
'2274','0.2'
'2275','0.200001'
'2276','0.200001'
'2277','0.2'
'2278','0.2'
'2279','0.200001'
'2280','0.200001'
'2281','0.200001'
'2282','0.200001'
'2283','0.200001'
'2284','0.200001'
'2285','0.200001'
'2286','0.2'
'2287','0.2'
'2288','0.200001'
'2289','0.2'
'2290','0.200001'
'2291','0.200001'
'2292','0.2'
'2293','0.200001'
'2294','0.200001'
'2295','0.200001'
'2296','0.2'
'2297','0.200001'
'2298','0.2'
'2299','0.200001'
'2300','0.200001'
'2301','0.2'
'2302','0.2'
'2303','0.2'
'2304','0.200001'
'2305','0.2'
'2306','0.2'
'2307','0.2'
'2308','0.200001'
'2309','0.2'
'2310','0.200001'
'2311','0.2'
'2312','0.2'
'2313','0.2'
'2314','0.2'
'2315','0.200001'
'2316','0.2'
'2317','0.2'
'2318','0.2'
'2319','0.200001'
'2320','0.200001'
'2321','0.2'
'2322','0.200001'
'2323','0.200001'
'2324','0.200001'
'2325','0.200001'
'2326','0.2'
'2327','0.200001'
'2328','0.200001'
'2329','0.2'
'2330','0.2'
'2331','0.200001'
'2332','0.200001'
'2333','0.2'
'2334','0.200001'
'2335','0.200001'
'2336','0.200001'
'2337','0.2'
'2338','0.200001'
'2339','0.2'
'2340','0.200001'
'2341','0.200001'
'2342','0.200001'
'2343','0.200001'
'2344','0.200001'
'2345','0.200001'
'2346','0.2'
'2347','0.2'
'2348','0.200001'
'2349','0.200001'
'2350','0.200001'
'2351','0.200001'
'2352','0.200001'
'2353','0.200001'
'2354','0.2'
'2355','0.200001'
'2356','0.2'
'2357','0.200001'
'2358','0.2'
'2359','0.200001'
'2360','0.200001'
'2361','0.200001'
'2362','0.2'
'2363','0.2'
'2364','0.200001'
'2365','0.200001'
'2366','0.200001'
'2367','0.2'
'2368','0.2'
'2369','0.200001'
'2370','0.200001'
'2371','0.200001'
'2372','0.200001'
'2373','0.200001'
'2374','0.200001'
'2375','0.200001'
'2376','0.2'
'2377','0.2'
'2378','0.2'
'2379','0.200001'
'2380','0.2'
'2381','0.2'
'2382','0.200001'
'2383','0.2'
'2384','0.200001'
'2385','0.200001'
'2386','0.2'
'2387','0.2'
'2388','0.200001'
'2389','0.2'
'2390','0.200001'
'2391','0.200001'
'2392','0.200001'
'2393','0.200001'
'2394','0.200001'
'2395','0.200001'
'2396','0.2'
'2397','0.200001'
'2398','0.2'
'2399','0.2'
'2400','0.200001'
'2401','0.200001'
'2402','0.2'
'2403','0.2'
'2404','0.2'
'2405','0.200001'
'2406','0.2'
'2407','0.200001'
'2408','0.2'
'2409','0.200001'
'2410','0.200001'
'2411','0.200001'
'2412','0.200001'
'2413','0.200001'
'2414','0.2'
'2415','0.2'
'2416','0.2'
'2417','0.200001'
'2418','0.200001'
'2419','0.2'
'2420','0.2'
'2421','0.200001'
'2422','0.2'
'2423','0.200001'
'2424','0.2'
'2425','0.200001'
'2426','0.2'
'2427','0.2'
'2428','0.200001'
'2429','0.2'
'2430','0.2'
'2431','0.2'
'2432','0.2'
'2433','0.200001'
'2434','0.2'
'2435','0.200001'
'2436','0.200001'
'2437','0.2'
'2438','0.200001'
'2439','0.200001'
'2440','0.200001'
'2441','0.200001'
'2442','0.2'
'2443','0.2'
'2444','0.200001'
'2445','0.200014'
'2446','0.2'
'2447','0.2'
'2448','0.200001'
'2449','0.200001'
'2450','0.2'
'2451','0.200001'
'2452','0.2'
'2453','0.2'
'2454','0.2'
'2455','0.2'
'2456','0.200001'
'2457','0.200001'
'2458','0.200001'
'2459','0.200001'
'2460','0.2'
'2461','0.200001'
'2462','0.200001'
'2463','0.200001'
'2464','0.200001'
'2465','0.200001'
'2466','0.200001'
'2467','0.2'
'2468','0.2'
'2469','0.200001'
'2470','0.200001'
'2471','0.200001'
'2472','0.200001'
'2473','0.200001'
'2474','0.2'
'2475','0.2'
'2476','0.2'
'2477','0.200001'
'2478','0.2'
'2479','0.200001'
'2480','0.2'
'2481','0.200001'
'2482','0.200001'
'2483','0.200001'
'2484','0.2'
'2485','0.2'
'2486','0.200001'
'2487','0.2'
'2488','0.200001'
'2489','0.2'
'2490','0.2'
'2491','0.2'
'2492','0.200001'
'2493','0.200001'
'2494','0.200001'
'2495','0.200001'
'2496','0.200001'
'2497','0.200001'
'2498','0.200001'
'2499','0.200001'
'2500','0.200001'
'2501','0.200001'
'2502','0.200001'
'2503','0.2'
'2504','0.2'
'2505','0.2'
'2506','0.200001'
'2507','0.2'
'2508','0.200001'
'2509','0.2'
'2510','0.200001'
'2511','0.2'
'2512','0.2'
'2513','0.2'
'2514','0.2'
'2515','0.200001'
'2516','0.2'
'2517','0.2'
'2518','0.200001'
'2519','0.200001'
'2520','0.200001'
'2521','0.2'
'2522','0.200001'
'2523','0.2'
'2524','0.200015'
'2525','0.2'
'2526','0.200001'
'2527','0.200001'
'2528','0.200001'
'2529','0.2'
'2530','0.200001'
'2531','0.2'
'2532','0.200001'
'2533','0.200001'
'2534','0.200001'
'2535','0.200001'
'2536','0.200001'
'2537','0.2'
'2538','0.2'
'2539','0.2'
'2540','0.200001'
'2541','0.200001'
'2542','0.200001'
'2543','0.200001'
'2544','0.200001'
'2545','0.200001'
'2546','0.200001'
'2547','0.2'
'2548','0.200001'
'2549','0.200001'
'2550','0.200001'
'2551','0.2'
'2552','0.2'
'2553','0.200001'
'2554','0.200001'
'2555','0.200001'
'2556','0.200001'
'2557','0.200001'
'2558','0.2'
'2559','0.200001'
'2560','0.200001'
'2561','0.200001'
'2562','0.2'
'2563','0.200001'
'2564','0.200001'
'2565','0.200001'
'2566','0.2'
'2567','0.200001'
'2568','0.2'
'2569','0.2'
'2570','0.2'
'2571','0.200001'
'2572','0.200001'
'2573','0.2'
'2574','0.200001'
'2575','0.200001'
'2576','0.200001'
'2577','0.2'
'2578','0.200001'
'2579','0.200001'
'2580','0.2'
'2581','0.2'
'2582','0.200001'
'2583','0.200001'
'2584','0.200001'
'2585','0.200001'
'2586','0.2'
'2587','0.2'
'2588','0.2'
'2589','0.200001'
'2590','0.200001'
'2591','0.200001'
'2592','0.2'
'2593','0.2'
'2594','0.200001'
'2595','0.200001'
'2596','0.2'
'2597','0.200001'
'2598','0.200001'
'2599','0.200001'
'2600','0.200001'
'2601','0.200001'
'2602','0.200001'
'2603','0.200001'
'2604','0.200001'
'2605','0.2'
'2606','0.200001'
'2607','0.2'
'2608','0.200001'
'2609','0.200001'
'2610','0.200001'
'2611','0.200001'
'2612','0.2'
'2613','0.200001'
'2614','0.2'
'2615','0.2'
'2616','0.200001'
'2617','0.200001'
'2618','0.2'
'2619','0.200001'
'2620','0.2'
'2621','0.2'
'2622','0.2'
'2623','0.2'
'2624','0.2'
'2625','0.200001'
'2626','0.200001'
'2627','0.200001'
'2628','0.200001'
'2629','0.2'
'2630','0.200001'
'2631','0.2'
'2632','0.200001'
'2633','0.200001'
'2634','0.2'
'2635','0.200001'
'2636','0.2'
'2637','0.2'
'2638','0.2'
'2639','0.200001'
'2640','0.200001'
'2641','0.200001'
'2642','0.2'
'2643','0.2'
'2644','0.200001'
'2645','0.200001'
'2646','0.2'
'2647','0.200001'
'2648','0.2'
'2649','0.200001'
'2650','0.200001'
'2651','0.2'
'2652','0.200001'
'2653','0.2'
'2654','0.2'
'2655','0.200001'
'2656','0.200001'
'2657','0.2'
'2658','0.200001'
'2659','0.2'
'2660','0.200001'
'2661','0.200001'
'2662','0.2'
'2663','0.2'
'2664','0.200001'
'2665','0.200001'
'2666','0.2'
'2667','0.200001'
'2668','0.2'
'2669','0.200001'
'2670','0.2'
'2671','0.200001'
'2672','0.200001'
'2673','0.200001'
'2674','0.200001'
'2675','0.200001'
'2676','0.2'
'2677','0.200001'
'2678','0.2'
'2679','0.200001'
'2680','0.200001'
'2681','0.200001'
'2682','0.2'
'2683','0.2'
'2684','0.200001'
'2685','0.2'
'2686','0.2'
'2687','0.2'
'2688','0.200001'
'2689','0.200001'
'2690','0.2'
'2691','0.2'
'2692','0.2'
'2693','0.200001'
'2694','0.200001'
'2695','0.200001'
'2696','0.200001'
'2697','0.2'
'2698','0.2'
'2699','0.2'
'2700','0.2'
'2701','0.200001'
'2702','0.200001'
'2703','0.200001'
'2704','0.200001'
'2705','0.200001'
'2706','0.2'
'2707','0.200001'
'2708','0.200001'
'2709','0.2'
'2710','0.200001'
'2711','0.200001'
'2712','0.2'
'2713','0.2'
'2714','0.200001'
'2715','0.2'
'2716','0.2'
'2717','0.200001'
'2718','0.2'
'2719','0.2'
'2720','0.2'
'2721','0.200001'
'2722','0.2'
'2723','0.200001'
'2724','0.2'
'2725','0.2'
'2726','0.200001'
'2727','0.200001'
'2728','0.2'
'2729','0.2'
'2730','0.200001'
'2731','0.2'
'2732','0.2'
'2733','0.200001'
'2734','0.200001'
'2735','0.2'
'2736','0.200303'
'2737','0.200001'
'2738','0.2'
'2739','0.200001'
'2740','0.200155'
'2741','0.2'
'2742','0.200001'
'2743','0.200001'
'2744','0.2'
'2745','0.200001'
'2746','0.200001'
'2747','0.2'
'2748','0.2'
'2749','0.200001'
'2750','0.2'
'2751','0.2'
'2752','0.2'
'2753','0.200001'
'2754','0.200001'
'2755','0.200001'
'2756','0.200001'
'2757','0.2'
'2758','0.2'
'2759','0.200001'
'2760','0.200001'
'2761','0.2'
'2762','0.2'
'2763','0.200001'
'2764','0.2'
'2765','0.200001'
'2766','0.200001'
'2767','0.200001'
'2768','0.200001'
'2769','0.200001'
'2770','0.200001'
'2771','0.2'
'2772','0.200001'
'2773','0.200001'
'2774','0.2'
'2775','0.200001'
'2776','0.200001'
'2777','0.2'
'2778','0.2'
'2779','0.200001'
'2780','0.2'
'2781','0.2'
'2782','0.2'
'2783','0.2'
'2784','0.200001'
'2785','0.200001'
'2786','0.200001'
'2787','0.2'
'2788','0.2'
'2789','0.2'
'2790','0.2'
'2791','0.2'
'2792','0.200001'
'2793','0.200001'
'2794','0.200001'
'2795','0.200001'
'2796','0.2'
'2797','0.200001'
'2798','0.200001'
'2799','0.200001'
'2800','0.2'
'2801','0.200001'
'2802','0.200001'
'2803','0.2'
'2804','0.200001'
'2805','0.2'
'2806','0.2'
'2807','0.2'
'2808','0.200001'
'2809','0.2'
'2810','0.2'
'2811','0.2'
'2812','0.2'
'2813','0.200001'
'2814','0.200001'
'2815','0.200001'
'2816','0.200001'
'2817','0.200001'
'2818','0.2'
'2819','0.2'
'2820','0.200001'
'2821','0.2'
'2822','0.2'
'2823','0.200001'
'2824','0.200001'
'2825','0.2'
'2826','0.2'
'2827','0.20006'
'2828','0.200001'
'2829','0.2'
'2830','0.2'
'2831','0.200006'
'2832','0.200001'
'2833','0.200001'
'2834','0.200001'
'2835','0.200001'
'2836','0.2'
'2837','0.2'
'2838','0.200001'
'2839','0.200001'
'2840','0.200001'
'2841','0.2'
'2842','0.200001'
'2843','0.2'
'2844','0.2'
'2845','0.200001'
'2846','0.200001'
'2847','0.2'
'2848','0.2'
'2849','0.2'
'2850','0.200001'
'2851','0.200001'
'2852','0.2'
'2853','0.200001'
'2854','0.200001'
'2855','0.2'
'2856','0.200001'
'2857','0.200001'
'2858','0.200001'
'2859','0.200001'
'2860','0.200001'
'2861','0.200001'
'2862','0.200001'
'2863','0.2'
'2864','0.2'
'2865','0.200001'
'2866','0.200001'
'2867','0.200001'
'2868','0.2'
'2869','0.200001'
'2870','0.2'
'2871','0.2'
'2872','0.2'
'2873','0.200001'
'2874','0.2'
'2875','0.2'
'2876','0.200001'
'2877','0.200001'
'2878','0.200001'
'2879','0.200001'
'2880','0.2'
'2881','0.2'
'2882','0.200001'
'2883','0.2'
'2884','0.2'
'2885','0.2'
'2886','0.2'
'2887','0.2'
'2888','0.2'
'2889','0.200001'
'2890','0.200001'
'2891','0.2'
'2892','0.200001'
'2893','0.200001'
'2894','0.2'
'2895','0.2'
'2896','0.200001'
'2897','0.200001'
'2898','0.200001'
'2899','0.2'
'2900','0.200001'
'2901','0.2'
'2902','0.2'
'2903','0.200001'
'2904','0.2'
'2905','0.2'
'2906','0.200001'
'2907','0.2'
'2908','0.200001'
'2909','0.200001'
'2910','0.2'
'2911','0.200001'
'2912','0.2'
'2913','0.200001'
'2914','0.200001'
'2915','0.200001'
'2916','0.200001'
'2917','0.2'
'2918','0.200001'
'2919','0.200001'
'2920','0.2'
'2921','0.200001'
'2922','0.2'
'2923','0.200001'
'2924','0.2'
'2925','0.2'
'2926','0.200001'
'2927','0.200001'
'2928','0.2'
'2929','0.2'
'2930','0.200001'
'2931','0.200001'
'2932','0.2'
'2933','0.2'
'2934','0.2'
'2935','0.2'
'2936','0.200001'
'2937','0.2'
'2938','0.200001'
'2939','0.2'
'2940','0.200001'
'2941','0.200001'
'2942','0.2'
'2943','0.2'
'2944','0.2'
'2945','0.200001'
'2946','0.2'
'2947','0.2'
'2948','0.200001'
'2949','0.2'
'2950','0.2'
'2951','0.200001'
'2952','0.2'
'2953','0.200001'
'2954','0.200001'
'2955','0.2'
'2956','0.200001'
'2957','0.2'
'2958','0.2'
'2959','0.2'
'2960','0.200001'
'2961','0.2'
'2962','0.200001'
'2963','0.2'
'2964','0.2'
'2965','0.2'
'2966','0.2'
'2967','0.2'
'2968','0.200001'
'2969','0.2'
'2970','0.200001'
'2971','0.200001'
'2972','0.2'
'2973','0.200001'
'2974','0.200001'
'2975','0.2'
'2976','0.200001'
'2977','0.200001'
'2978','0.200001'
'2979','0.200001'
'2980','0.200001'
'2981','0.200001'
'2982','0.2'
'2983','0.200001'
'2984','0.200001'
'2985','0.200001'
'2986','0.200001'
'2987','0.2'
'2988','0.200001'
'2989','0.2'
'2990','0.200001'
'2991','0.200001'
'2992','0.2'
'2993','0.200001'
'2994','0.200001'
'2995','0.2'
'2996','0.2'
'2997','0.200001'
'2998','0.200001'
'2999','0.200001'
